session,group,name,orient,rot_k,orient_fallback,align,cc,A,B,C_raw,C_al,C_bug,dL,da,db,our_p05,cam_p05,our_p995,cam_p995,our_clip_lo,cam_clip_lo,our_clip_hi,cam_clip_hi,ar,dhash,err,path
西安,raw,DSC_6229.NEF,1,0,False,ok,0.9839,4.881,6.624,10.703,12.557,10.703,-2.893,-3.332,-2.086,18.0,24.0,251.0,218.0,0.072,0.0,0.785,0.329,1.5,46c6446d65f5f1e5,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6229.NEF
西安,raw,DSC_6233.NEF,1,0,False,ok,0.9576,6.977,9.101,12.693,13.073,12.693,-5.061,-4.552,-1.533,24.0,30.0,253.0,255.0,0.001,0.0,5.778,5.033,1.5,484c4a6662ebfcc0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6233.NEF
西安,raw,DSC_6236.NEF,8,-1,False,ok,0.9928,6.677,8.236,9.859,10.03,41.789,-5.255,-3.61,-1.984,22.0,25.0,253.0,255.0,0.018,0.0,18.472,19.454,1.5,3f3f37372b373f3f,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6236.NEF
西安,raw,DSC_6238.NEF,8,-1,False,ok,0.9967,3.572,4.716,6.71,6.942,53.523,-2.182,-2.082,-1.915,29.0,31.0,253.0,255.0,0.0,0.0,30.985,31.296,1.5,6e6e4f6f566e7e7f,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6238.NEF
西安,raw,DSC_6245.NEF,8,-1,False,ok,0.9954,5.574,6.938,8.676,8.831,44.482,-3.761,-3.677,-1.845,29.0,32.0,253.0,255.0,0.0,0.0,22.711,23.031,1.5,3f3e2f372b671e2f,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6245.NEF
西安,raw,DSC_6247.NEF,8,-1,False,ok,0.9436,5.328,11.065,17.476,18.855,36.44,-2.786,-0.458,-4.518,43.0,55.0,253.0,253.0,0.0,0.0,5.105,3.624,1.5,cdcb868ecec7c7cd,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6247.NEF
西安,raw,DSC_6249.NEF,8,-1,False,ok,0.9843,4.674,8.115,13.359,14.768,39.788,-3.081,-3.265,-1.3,19.0,25.0,253.0,255.0,0.014,0.0,15.746,13.316,1.5,0f0f0e8ede9debee,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6249.NEF
西安,raw,DSC_6256.NEF,1,0,False,ok,0.9697,6.019,9.183,16.701,19.416,16.701,-5.073,-1.709,-2.753,18.0,23.0,252.0,249.0,0.001,0.001,1.486,1.397,1.5,6eeccca0c8cb88fc,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6256.NEF
西安,raw,DSC_6262.NEF,1,0,False,ok,0.977,7.248,12.28,20.327,24.798,20.327,-1.999,-5.808,3.847,28.0,31.0,246.0,238.0,16.985,0.626,7.823,7.234,1.5,48c8dbe2c348c319,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6262.NEF
西安,raw,DSC_6264.NEF,8,-1,False,ok,0.9678,9.289,13.72,21.176,25.113,44.466,-6.204,-5.981,3.467,20.0,23.0,250.0,235.0,18.093,2.388,0.994,0.601,1.5,0d2813465a432222,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6264.NEF
西安,raw,DSC_6265.NEF,8,-1,False,ok,0.973,8.755,13.463,22.325,27.115,48.209,-2.741,-6.899,4.641,32.0,40.0,252.0,255.0,14.955,0.248,8.837,7.64,1.5,0a13462a43533222,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6265.NEF
西安,raw,DSC_6269.NEF,8,-1,False,ok,0.9632,8.969,13.061,21.531,25.317,43.692,-5.64,-5.922,3.681,19.0,23.0,252.0,246.0,15.934,3.145,1.048,0.916,1.5,0a36462e46032246,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6269.NEF
西安,raw,DSC_6272.NEF,8,-1,False,ok,0.9667,8.434,12.945,20.837,24.544,44.834,-5.505,-5.603,3.07,19.0,23.0,252.0,247.0,13.501,2.735,1.235,1.001,1.5,0b12066607432222,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6272.NEF
西安,raw,DSC_6278.NEF,1,0,False,ok,0.9668,10.236,14.729,22.815,26.953,22.815,-5.799,-6.336,5.568,20.0,25.0,251.0,254.0,23.286,2.906,1.843,6.552,1.5,6569a9a1e8f0519c,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6278.NEF
西安,raw,DSC_6282.NEF,8,-1,False,ok,0.9703,11.152,16.264,22.238,26.889,51.188,-6.504,-7.313,5.347,24.0,28.0,228.0,204.0,22.796,4.029,0.746,0.366,1.5,5d31814d4d494850,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6282.NEF
西安,raw,DSC_6285.NEF,8,-1,False,ok,0.9736,10.768,15.89,22.361,26.082,51.856,-6.239,-7.67,4.264,24.0,31.0,228.0,202.0,27.564,6.541,0.967,0.197,1.5,3191457989481030,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6285.NEF
西安,raw,DSC_6288.NEF,8,-1,False,ok,0.9696,10.649,11.503,15.376,17.354,31.886,-10.303,-2.669,-0.364,14.0,20.0,225.0,216.0,0.042,0.009,0.074,0.015,1.5,5c42e2a48264d4d4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6288.NEF
西安,raw,DSC_6290.NEF,8,-1,False,ok,0.9695,10.691,11.569,15.419,17.389,31.836,-10.335,-2.708,-0.372,14.0,20.0,224.0,216.0,0.035,0.008,0.071,0.015,1.5,5c4240e08264d4d4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6290.NEF
西安,raw,DSC_6297.NEF,8,-1,False,ok,0.9765,7.963,9.398,12.18,13.782,29.387,-7.866,-0.893,-0.862,12.0,17.0,161.0,173.0,0.9,0.037,0.0,0.001,1.5,4fafb7bd3594c0ea,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6297.NEF
西安,raw,DSC_6302.NEF,8,-1,False,ok,0.9802,10.308,12.231,14.954,17.178,38.019,-9.851,-1.784,-2.453,11.0,16.0,159.0,171.0,2.97,2.939,0.0,0.001,1.5,7e4f5f9f9d95d4c2,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6302.NEF
西安,raw,DSC_6303.NEF,8,-1,False,ok,0.9774,9.736,11.511,14.406,16.013,34.677,-9.638,-0.85,-1.087,12.0,19.0,184.0,189.0,1.236,0.117,0.0,0.002,1.5,f7da1b2b3b2948e8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6303.NEF
西安,raw,DSC_6304.NEF,8,-1,False,ok,0.9777,9.812,11.583,14.544,16.12,35.891,-9.701,-0.879,-1.177,12.0,19.0,184.0,189.0,1.557,0.185,0.0,0.002,1.5,f7fe5b2b3b2948e8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6304.NEF
西安,raw,DSC_6308.NEF,8,-1,False,ok,0.9759,10.191,12.067,15.291,17.116,40.792,-9.982,-0.818,-1.883,13.0,22.0,197.0,197.0,2.042,0.316,0.0,0.002,1.5,def7de3e3a2b4af0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6308.NEF
西安,raw,DSC_6319.NEF,1,0,False,ok,0.953,8.544,9.695,16.487,19.213,16.487,-8.027,-2.916,-0.255,11.0,17.0,250.0,228.0,1.879,0.022,0.634,0.009,1.5,9396aeaf1becf2fc,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6319.NEF
西安,raw,DSC_6335.NEF,1,0,False,ok,0.9863,2.335,6.493,11.535,14.047,11.535,-0.194,-2.316,0.226,18.0,23.0,253.0,255.0,0.106,0.0,18.578,16.65,1.5,7060682488986aec,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6335.NEF
西安,raw,DSC_6339.NEF,1,0,False,ok,0.9625,2.501,7.013,11.591,11.672,11.591,-0.659,-2.385,-0.363,12.0,12.0,253.0,255.0,0.603,0.052,15.292,11.505,1.5,e0f00042939373d1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6339.NEF
西安,raw,DSC_6343.NEF,1,0,False,ok,0.952,2.478,6.844,12.081,12.315,12.081,0.387,-2.297,-0.847,19.0,23.0,253.0,255.0,0.066,0.011,16.086,12.477,1.5,fcb5e4515cd6d3d1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6343.NEF
西安,raw,DSC_6345.NEF,1,0,False,ok,0.9504,2.615,6.861,12.209,12.399,12.209,0.246,-2.567,-0.434,18.0,22.0,253.0,255.0,0.087,0.008,13.776,10.133,1.5,ecfde45858d6d3d0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6345.NEF
西安,raw,DSC_6346.NEF,1,0,False,ok,0.9499,2.77,6.906,12.316,12.492,12.316,0.087,-2.766,-0.119,17.0,22.0,253.0,255.0,0.122,0.01,11.561,7.669,1.5,ecf4eed0d8d2d1d8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6346.NEF
西安,raw,DSC_6348.NEF,1,0,False,ok,0.9473,2.824,6.951,12.419,12.553,12.419,0.307,-2.805,-0.105,19.0,25.0,253.0,255.0,0.051,0.008,12.574,7.697,1.5,fcf4f6e558d2d1d8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6348.NEF
西安,raw,DSC_6350.NEF,1,0,False,ok,0.9472,2.849,6.857,12.393,12.569,12.393,0.158,-2.843,-0.088,18.0,21.0,253.0,255.0,0.113,0.012,11.639,7.177,1.5,fc7476c558d2d1d0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6350.NEF
西安,raw,DSC_6352.NEF,1,0,False,ok,0.9493,2.83,6.964,12.244,12.443,12.244,-0.183,-2.824,-0.031,16.0,19.0,253.0,255.0,0.174,0.021,10.005,5.988,1.5,fcf074595cd3d1d8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6352.NEF
西安,raw,DSC_6353.NEF,1,0,False,ok,0.9711,2.422,7.531,13.967,17.003,13.967,-0.706,-2.294,0.327,21.0,32.0,253.0,245.0,0.0,0.009,6.001,1.26,1.5,c9898b8b99983030,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6353.NEF
西安,raw,DSC_6355.NEF,1,0,False,ok,0.9672,5.758,9.076,14.863,18.032,14.863,-2.494,-4.501,2.583,22.0,30.0,253.0,231.0,0.101,0.007,1.689,0.029,1.5,c4a7868a949c94b0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6355.NEF
西安,raw,DSC_6357.NEF,1,0,False,ok,0.9716,5.631,8.915,14.35,17.31,14.35,-2.951,-4.263,2.197,24.0,31.0,253.0,230.0,0.037,0.001,2.061,0.048,1.5,c48597928e8c88b8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6357.NEF
西安,raw,DSC_6366.NEF,1,0,False,ok,0.9827,2.879,7.32,13.912,17.336,13.912,-0.114,-2.841,-0.454,24.0,27.0,253.0,230.0,0.074,0.014,12.308,0.029,1.5,3a2713133727223b,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6366.NEF
西安,raw,DSC_6367.NEF,1,0,False,ok,0.9796,2.704,7.537,13.886,17.194,13.886,-0.962,-2.499,-0.369,23.0,29.0,253.0,225.0,0.108,0.054,13.191,0.018,1.5,f636129313139318,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6367.NEF
西安,raw,DSC_6374.NEF,1,0,False,ok,0.9911,0.782,5.509,9.188,10.773,9.188,-0.191,-0.341,-0.677,5.0,5.0,238.0,209.0,4.408,4.237,0.076,0.0,1.5,a644666ab8b93c1c,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6374.NEF
西安,raw,DSC_6382.NEF,1,0,False,ok,0.9816,6.058,9.365,12.75,14.811,12.75,-3.961,-4.07,2.108,19.0,22.0,252.0,223.0,0.528,0.49,0.668,0.0,1.5,1d1b1b181d1d180c,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6382.NEF
西安,raw,DSC_6384.NEF,1,0,False,ok,0.9592,5.802,7.333,14.043,15.698,14.043,-5.535,-1.021,1.41,21.0,29.0,213.0,206.0,0.006,0.0,0.069,0.024,1.5,bad08ad857cbc0e1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6384.NEF
西安,raw,DSC_6388.NEF,1,0,False,ok,0.9611,4.026,6.627,14.187,15.866,14.187,-3.579,-0.782,1.667,28.0,38.0,242.0,213.0,0.0,0.0,0.305,0.038,1.5,dce1d57d47eaf1e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6388.NEF
西安,raw,DSC_6390.NEF,1,0,False,ok,0.975,5.752,6.887,11.9,12.991,11.9,-5.746,-0.178,-0.191,19.0,24.0,213.0,205.0,0.013,0.0,0.005,0.0,1.5,b8b8d88c9278f810,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6390.NEF
西安,raw,DSC_6395.NEF,1,0,False,ok,0.9694,5.869,7.135,13.337,14.289,13.337,-5.84,-0.021,-0.576,21.0,25.0,212.0,212.0,0.005,0.002,0.025,0.005,1.5,f0e8d09890d8f8e4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6395.NEF
西安,raw,DSC_6418.NEF,1,0,False,ok,0.9767,5.585,6.708,11.531,12.913,11.531,-5.353,0.286,1.569,23.0,28.0,198.0,199.0,0.009,0.0,0.007,0.001,1.5,d8d962e2ccc8c0e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6418.NEF
西安,raw,DSC_6419.NEF,1,0,False,ok,0.9753,5.649,6.573,12.078,13.392,12.078,-5.366,0.114,1.76,21.0,28.0,208.0,197.0,0.015,0.0,0.037,0.001,1.5,d8fbe2f2cce8c0e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6419.NEF
西安,raw,DSC_6425.NEF,1,0,False,ok,0.9665,3.569,7.505,13.732,15.219,13.732,-3.21,1.129,-1.08,26.0,32.0,253.0,227.0,0.0,0.0,4.998,0.19,1.5,f1e0ea54c0b6f4c0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6425.NEF
西安,raw,DSC_6428.NEF,1,0,False,ok,0.9684,4.197,7.956,12.473,13.518,12.473,-4.049,0.009,-1.105,15.0,17.0,234.0,201.0,0.122,0.007,0.011,0.0,1.5,c9e6f850e074c0e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6428.NEF
西安,raw,DSC_6437.NEF,1,0,False,ok,0.9673,8.531,10.033,14.183,16.293,14.183,-7.309,-4.072,1.664,16.0,19.0,188.0,187.0,0.078,0.031,0.018,0.065,1.5,b21170b492b07038,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6437.NEF
西安,raw,DSC_6443.NEF,1,0,False,ok,0.9793,7.119,7.866,9.551,11.293,9.551,-6.212,-2.555,2.358,47.0,59.0,220.0,200.0,0.0,0.0,0.023,0.0,1.5,c088984604f2e8f8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6443.NEF
西安,raw,DSC_6447.NEF,1,0,False,ok,0.9702,2.35,6.083,11.528,13.443,11.528,-0.373,-1.583,1.696,45.0,57.0,253.0,255.0,0.0,0.0,12.595,6.312,1.5,e6aaab6bccc891e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6447.NEF
西安,raw,DSC_6454.NEF,1,0,False,ok,0.9506,7.16,7.857,10.486,11.976,10.486,-6.223,-3.332,1.203,38.0,52.0,200.0,198.0,0.0,0.0,0.066,0.048,1.5,e4e4f4b38e9e1caa,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6454.NEF
西安,raw,DSC_6476.NEF,8,-1,False,ok,0.9728,4.283,8.063,13.861,17.429,30.538,-2.577,0.955,3.285,16.0,16.0,253.0,246.0,0.242,0.002,2.283,2.028,1.5,cef814544a1ab9f8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6476.NEF
西安,raw,DSC_6490.NEF,1,0,False,ok,0.9743,3.691,8.951,14.351,16.351,14.351,-1.343,-0.325,-3.423,12.0,17.0,253.0,217.0,0.033,0.1,2.935,0.025,1.5,f2da9a01ec61aee8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6490.NEF
西安,raw,DSC_6491.NEF,1,0,False,ok,0.9705,7.438,11.029,16.578,18.784,16.578,-5.406,0.542,-5.08,10.0,17.0,253.0,220.0,0.144,0.027,1.837,0.027,1.5,e2d2d0e800e457a6,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6491.NEF
西安,raw,DSC_6492.NEF,1,0,False,ok,0.9707,7.406,10.918,16.403,18.589,16.403,-5.441,0.526,-4.996,10.0,16.0,252.0,218.0,0.172,0.04,1.284,0.02,1.5,e2f2d0e800e457a6,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6492.NEF
西安,raw,DSC_6494.NEF,1,0,False,ok,0.9767,5.395,10.038,14.639,17.311,14.639,-2.886,0.469,-4.534,16.0,22.0,253.0,229.0,0.048,0.105,5.936,0.0,1.5,dc98fabaddcac459,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6494.NEF
西安,raw,DSC_6496.NEF,1,0,False,ok,0.9745,5.287,8.711,14.392,16.791,14.392,-3.613,-3.088,-2.316,16.0,24.0,253.0,241.0,0.051,0.003,4.746,0.711,1.5,78785080e0c243b7,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6496.NEF
西安,raw,DSC_6498.NEF,1,0,False,ok,0.9717,2.656,9.213,15.508,17.9,15.508,0.213,-1.96,-1.78,14.0,21.0,253.0,218.0,0.05,0.0,9.795,0.039,1.5,abefe4facecce1f1,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6498.NEF
西安,raw,DSC_6503.NEF,1,0,False,ok,0.98,2.007,7.859,12.577,14.212,12.577,1.019,-1.374,-1.048,16.0,21.0,252.0,212.0,0.02,0.0,1.357,0.038,1.5,e65ddccecc8ce8e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6503.NEF
西安,raw,DSC_6504.NEF,1,0,False,ok,0.9798,2.095,8.05,12.776,14.431,12.776,1.215,-1.345,-1.051,17.0,22.0,253.0,213.0,0.017,0.0,2.221,0.047,1.5,e67ddccec89ce8e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6504.NEF
西安,raw,DSC_6513.NEF,1,0,False,ok,0.9838,4.375,9.135,16.45,18.673,16.45,3.818,-1.772,-1.194,21.0,23.0,253.0,241.0,0.007,0.0,31.452,0.221,1.5,c849d39ecccc9b87,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6513.NEF
西安,raw,DSC_6516.NEF,1,0,False,ok,0.9912,5.194,8.926,14.042,15.904,14.042,4.881,-1.569,-0.833,19.0,21.0,253.0,237.0,0.014,0.049,24.824,0.111,1.5,a2a2b9c98f8ac7d8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6516.NEF
西安,raw,DSC_6526.NEF,8,-1,False,ok,0.941,3.793,7.242,14.325,15.568,40.948,-1.664,-3.329,-0.734,17.0,21.0,253.0,251.0,0.012,0.012,11.533,1.795,1.5,cfc7d07fac7cfcfc,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6526.NEF
西安,raw,DSC_6532.NEF,8,-1,False,ok,0.9522,2.663,6.661,12.594,13.124,41.57,0.094,-2.651,-0.233,20.0,24.0,253.0,255.0,0.0,0.001,17.229,8.13,1.5,8de7b56fedb9f939,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6532.NEF
西安,raw,DSC_6536.NEF,8,-1,False,ok,0.9491,3.071,7.122,13.015,13.87,40.212,-0.939,-2.874,-0.538,16.0,18.0,253.0,252.0,0.012,0.01,13.447,2.188,1.5,8de7b0bf6cf8bcfc,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6536.NEF
西安,raw,DSC_6537.NEF,1,0,False,ok,0.9539,6.153,7.153,9.739,11.968,9.739,-4.737,-3.186,2.293,46.0,58.0,196.0,188.0,0.0,0.0,0.0,0.007,1.5,c8cc8286949a8d8e,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6537.NEF
西安,raw,DSC_6538.NEF,1,0,False,ok,0.9526,6.171,7.211,9.625,11.923,9.625,-4.89,-3.037,2.226,48.0,61.0,194.0,187.0,0.0,0.0,0.001,0.006,1.5,c0ce8282949a8d8f,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6538.NEF
西安,raw,DSC_6542.NEF,8,-1,False,ok,0.9493,1.795,5.917,10.336,10.554,36.118,-0.594,-1.671,0.276,25.0,32.0,253.0,255.0,0.0,0.0,20.317,14.934,1.5,d6dfcecf67cb8bef,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6542.NEF
西安,raw,DSC_6548.NEF,8,-1,False,ok,0.9782,6.179,8.823,12.544,14.567,27.939,-5.626,-1.448,-2.104,22.0,28.0,229.0,203.0,0.029,0.001,0.117,0.039,1.5,8387b50323330d0a,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6548.NEF
西安,raw,DSC_6552.NEF,8,-1,False,ok,0.9839,5.848,8.194,11.203,12.765,29.685,-5.093,-2.106,-1.958,11.0,15.0,227.0,205.0,0.131,0.063,0.163,0.023,1.5,e0e084c4e8a88891,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6552.NEF
西安,raw,DSC_6558.NEF,8,-1,False,ok,0.9819,6.048,8.56,12.156,14.269,28.387,-5.006,-3.133,-1.305,21.0,24.0,204.0,187.0,0.011,0.006,0.005,0.014,1.5,92b0823830d050d0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6558.NEF
西安,raw,DSC_6560.NEF,1,0,False,ok,0.9372,8.701,10.893,17.339,18.622,17.339,-8.007,1.041,-3.242,26.0,34.0,211.0,217.0,0.0,0.0,0.062,0.341,1.5,d0e0e8a493d4f0e8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6560.NEF
西安,raw,DSC_6563.NEF,1,0,False,ok,0.9405,7.42,9.885,16.837,18.241,16.837,-6.986,0.502,-2.449,30.0,37.0,217.0,218.0,0.0,0.0,0.066,0.262,1.5,74f0fc9280f4e86a,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6563.NEF
西安,raw,DSC_6569.NEF,1,0,False,ok,0.9357,6.883,8.775,15.707,16.704,15.707,-6.621,-0.433,-1.831,24.0,30.0,203.0,203.0,0.0,0.001,0.053,0.066,1.5,e8f6c6a6e550f0e0,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6569.NEF
西安,raw,DSC_6572.NEF,1,0,False,ok,0.9382,6.651,8.529,15.383,16.41,15.383,-6.39,-0.35,-1.811,22.0,27.0,197.0,200.0,0.0,0.002,0.047,0.059,1.5,e8b4c6e6e458e8e8,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6572.NEF
西安,raw,DSC_6574.NEF,1,0,False,ok,0.9341,6.367,8.37,15.471,16.808,15.471,-6.08,-0.298,-1.865,23.0,27.0,196.0,199.0,0.001,0.001,0.047,0.065,1.5,e8e4cee6e468e8ea,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6574.NEF
西安,raw,DSC_6595.NEF,6,1,False,ok,0.964,7.56,9.184,13.977,15.684,23.179,-6.836,-2.263,-2.303,20.0,24.0,195.0,191.0,0.101,0.008,0.006,0.0,1.5,dccaea29eae9f839,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6595.NEF
西安,raw,DSC_6605.NEF,6,1,False,ok,0.9804,4.747,7.299,10.505,12.194,29.657,0.084,-4.728,0.418,33.0,39.0,253.0,226.0,0.003,0.002,4.693,0.199,1.5,8080809fca8eca29,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6605.NEF
西安,raw,DSC_6609.NEF,6,1,False,ok,0.9272,5.921,7.806,10.827,11.708,27.982,-3.989,-4.374,0.078,24.0,38.0,252.0,217.0,0.005,0.003,0.935,0.043,1.5,8080c0c74eedd2b7,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6609.NEF
西安,raw,DSC_6618.NEF,1,0,False,ok,0.9711,5.352,7.027,10.85,12.479,10.85,-2.355,2.803,-3.904,7.0,7.0,223.0,194.0,1.951,1.363,0.246,0.0,1.5,d1f5e0d0e0e0f0a2,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6618.NEF
西安,raw,DSC_6623.NEF,1,0,False,ok,0.9736,5.052,6.447,9.778,11.142,9.778,-1.853,2.456,-4.007,5.0,6.0,180.0,174.0,4.622,4.462,0.063,0.0,1.5,f171f0d0f0f0f4f4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6623.NEF
西安,raw,DSC_6628.NEF,1,0,False,ok,0.9751,5.628,6.979,11.009,12.807,11.009,-2.353,2.695,-4.345,6.0,7.0,201.0,183.0,2.036,2.211,0.071,0.0,1.5,71f0e0f0f0f0f4f4,,K:\data\photo\西安\20260912_qlysdwy\raw\DSC_6628.NEF
